doc_id,filename,ext,rel_path,date,chars,norm_title,dup_of,status,priority_themes
D0125,复盘哥周末视频课：第四节：大主线题材的发现定性参与_.pdf,.pdf,2022\复盘哥周末视频课：第四节：大主线题材的发现定性参与_.pdf,,2385,复盘哥周末视频课：第四节：大主线题材的发现定性参与_,,OK,
D0126,看盘界面设置.docx,.docx,2022\看盘界面设置.docx,,2075,看盘界面设置,,OK,
D0127,第十三节：强趋势股的买卖点_95031_wm.pdf,.pdf,2022\第十三节：强趋势股的买卖点_95031_wm.pdf,,5002,第十三节：强趋势股的买卖点,,OK,强势股模式
D0128,集合竞价界面.docx,.docx,2022\集合竞价界面.docx,,294,集合竞价界面,,OK,
D0129,20230305：从账户管理的角度，月度收益20%，10%，5%如何可持续的实现（以20%为重点）.docx,.docx,20230305：从账户管理的角度，月度收益20%，10%，5%如何可持续的实现（以20%为重点）.docx,2023-03-05,6461,20230305：从账户管理的角度，月度收益20%，10%，5%如何可持续的实现（以20%为重点）,,OK,仓位风控
D0130,20260512+启动（衔接）加强.docx,.docx,20260512+启动（衔接）加强.docx,2026-05-12,4076,20260512+启动（衔接）加强,,OK,启动标准
D0131,T+1制度论文.pdf,.pdf,T+1制度论文.pdf,2020-08-00,22825,T+1制度论文,,OK,
D0132,Trading_and_Exchanges_Market_Micro.pdf,.pdf,Trading_and_Exchanges_Market_Micro.pdf,,2104125,Trading_and_Exchanges_Market_Micro,,OK,
D0133,为什么你短线预判总是错的.docx,.docx,为什么你短线预判总是错的.docx,,3826,为什么你短线预判总是错的,,OK,
D0134,主升期，龙头聚焦式交易模式探讨.docx,.docx,主升期，龙头聚焦式交易模式探讨.docx,2025-12-00,2321,主升期，龙头聚焦式交易模式探讨,,OK,强势股模式
D0135,风报比高的买点.docx,.docx,交易记录\2018\风报比高的买点.docx,,467,风报比高的买点,,OK,仓位风控
D0136,三位一体教程.pdf,.pdf,交易记录\三位一体教程.pdf,,4933,三位一体教程,,OK,
D0137,看懂龙头股_2017-09-16_【周六专栏】看盘软件界面设置与如何看盘.pdf,.pdf,周六专栏18-19\2018专栏（整理）\一、看盘界面设置\看懂龙头股_2017-09-16_【周六专栏】看盘软件界面设置与如何看盘.pdf,2017-09-16,6130,看懂龙头股_2017-09-16_【周六专栏】看盘软件界面设置与如何看盘,,OK,强势股模式
D0138,看懂龙头股_2018-07-07_周六专栏：一屏电脑如何有效率的设置看盘软件.pdf,.pdf,周六专栏18-19\2018专栏（整理）\一、看盘界面设置\看懂龙头股_2018-07-07_周六专栏：一屏电脑如何有效率的设置看盘软件.pdf,2018-07-07,3481,看懂龙头股_2018-07-07_周六专栏：一屏电脑如何有效率的设置看盘软件,,OK,强势股模式
D0139,看懂龙头股_2018-09-22_周六专栏：缩量，平量，放量2板的不同含义.pdf,.pdf,周六专栏18-19\2018专栏（整理）\七、盘口细节\1）关于成交量\看懂龙头股_2018-09-22_周六专栏：缩量，平量，放量2板的不同含义.pdf,2018-09-22,4027,看懂龙头股_2018-09-22_周六专栏：缩量，平量，放量2板的不同含义,,OK,强势股模式
D0140,看懂龙头股_2017-09-09_【周六专栏】如何判断分时低点.pdf,.pdf,周六专栏18-19\2018专栏（整理）\七、盘口细节\2）判断分时高低点\看懂龙头股_2017-09-09_【周六专栏】如何判断分时低点.pdf,2017-09-09,5778,看懂龙头股_2017-09-09_【周六专栏】如何判断分时低点,,OK,强势股模式
D0141,看懂龙头股_2018-05-12_周六专栏：两种经典的二板分时.pdf,.pdf,周六专栏18-19\2018专栏（整理）\七、盘口细节\3）经典趋势\看懂龙头股_2018-05-12_周六专栏：两种经典的二板分时.pdf,2018-05-12,6517,看懂龙头股_2018-05-12_周六专栏：两种经典的二板分时,,OK,强势股模式
D0142,看懂龙头股_2018-05-19_周六专栏：代表性龙头高位涨停分歧的几种分时.pdf,.pdf,周六专栏18-19\2018专栏（整理）\七、盘口细节\3）经典趋势\看懂龙头股_2018-05-19_周六专栏：代表性龙头高位涨停分歧的几种分时.pdf,2018-05-19,4626,看懂龙头股_2018-05-19_周六专栏：代表性龙头高位涨停分歧的几种分时,,OK,强势股模式
D0143,看懂龙头股_2017-12-23_周六专栏：怎么系统性复盘.pdf,.pdf,周六专栏18-19\2018专栏（整理）\三、复盘和计划\看懂龙头股_2017-12-23_周六专栏：怎么系统性复盘.pdf,2017-12-23,7241,看懂龙头股_2017-12-23_周六专栏：怎么系统性复盘,,OK,强势股模式
D0144,看懂龙头股_2018-03-10_周六专栏：如何在大反弹行情里做交易计划（激进与保底的配置）.pdf,.pdf,周六专栏18-19\2018专栏（整理）\三、复盘和计划\看懂龙头股_2018-03-10_周六专栏：如何在大反弹行情里做交易计划（激进与保底的配置）.pdf,2018-03-10,5914,看懂龙头股_2018-03-10_周六专栏：如何在大反弹行情里做交易计划（激进与保底的配置）,,OK,强势股模式
D0145,看懂龙头股_2018-12-01_周六专栏：怎么复盘并做好第二天的计划.pdf,.pdf,周六专栏18-19\2018专栏（整理）\三、复盘和计划\看懂龙头股_2018-12-01_周六专栏：怎么复盘并做好第二天的计划.pdf,2018-12-01,6031,看懂龙头股_2018-12-01_周六专栏：怎么复盘并做好第二天的计划,,OK,强势股模式
D0146,如何判断题材持续性.pdf,.pdf,周六专栏18-19\2018专栏（整理）\九、其他\如何判断题材持续性.pdf,2017-09-23,8747,如何判断题材持续性,,OK,实用指标
D0147,强弱趋势的操作策略.pdf,.pdf,周六专栏18-19\2018专栏（整理）\九、其他\强弱趋势的操作策略.pdf,2018-02-10,5009,强弱趋势的操作策略,,OK,强势股模式
D0148,我所理解的道与术.pdf,.pdf,周六专栏18-19\2018专栏（整理）\九、其他\我所理解的道与术.pdf,2018-00-00,5438,我所理解的道与术,,OK,
D0149,：即将出现大阴线的那些征兆.pdf,.pdf,周六专栏18-19\2018专栏（整理）\九、其他\：即将出现大阴线的那些征兆.pdf,2018-08-18,6930,：即将出现大阴线的那些征兆,,OK,
D0150,看懂龙头股_2017-11-25_周六专栏：如何操纵指数.pdf,.pdf,周六专栏18-19\2018专栏（整理）\二、基础知识\看懂龙头股_2017-11-25_周六专栏：如何操纵指数.pdf,2017-11-25,3135,看懂龙头股_2017-11-25_周六专栏：如何操纵指数,,OK,强势股模式
D0151,看懂龙头股_2017-10-21_周六专栏：仓位设计的要点以及一种攻守兼备的仓位策略.pdf,.pdf,周六专栏18-19\2018专栏（整理）\五、仓位设计\看懂龙头股_2017-10-21_周六专栏：仓位设计的要点以及一种攻守兼备的仓位策略.pdf,2017-10-21,13787,看懂龙头股_2017-10-21_周六专栏：仓位设计的要点以及一种攻守兼备的仓位策略,,OK,强势股模式|仓位风控
D0152,看懂龙头股_2018-01-06_周六专栏：如何在结构性行情中抓住主线行情的仓位设计方法.pdf,.pdf,周六专栏18-19\2018专栏（整理）\五、仓位设计\看懂龙头股_2018-01-06_周六专栏：如何在结构性行情中抓住主线行情的仓位设计方法.pdf,2018-01-06,5998,看懂龙头股_2018-01-06_周六专栏：如何在结构性行情中抓住主线行情的仓位设计方法,,OK,强势股模式|仓位风控
D0153,看懂龙头股_2018-01-27_周六专栏：什么是分歧和一致.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-01-27_周六专栏：什么是分歧和一致.pdf,2018-01-27,7478,看懂龙头股_2018-01-27_周六专栏：什么是分歧和一致,,OK,情绪周期|强势股模式
D0154,看懂龙头股_2018-03-17_周六专栏：从不同级别看情绪板.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-03-17_周六专栏：从不同级别看情绪板.pdf,2018-03-17,3263,看懂龙头股_2018-03-17_周六专栏：从不同级别看情绪板,,OK,情绪周期|强势股模式
D0155,看懂龙头股_2018-04-28_周六专栏：超级龙头股会出现在什么样的市场氛围里.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-04-28_周六专栏：超级龙头股会出现在什么样的市场氛围里.pdf,2018-04-28,2762,看懂龙头股_2018-04-28_周六专栏：超级龙头股会出现在什么样的市场氛围里,,OK,情绪周期|强势股模式
D0156,看懂龙头股_2018-08-11_周六专栏：题材的几种不同启动形式.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-08-11_周六专栏：题材的几种不同启动形式.pdf,2018-08-11,5244,看懂龙头股_2018-08-11_周六专栏：题材的几种不同启动形式,,OK,情绪周期|启动标准|强势股模式
D0157,看懂龙头股_2018-09-15_周六专栏：借势板，顺势板造势板.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-09-15_周六专栏：借势板，顺势板造势板.pdf,2018-09-15,4085,看懂龙头股_2018-09-15_周六专栏：借势板，顺势板造势板,,OK,情绪周期|强势股模式
D0158,看懂龙头股_2018-11-17_周六专栏：什么是高低切换.pdf,.pdf,周六专栏18-19\2018专栏（整理）\八、关于情绪周期\看懂龙头股_2018-11-17_周六专栏：什么是高低切换.pdf,2018-11-17,3783,看懂龙头股_2018-11-17_周六专栏：什么是高低切换,,OK,情绪周期|强势股模式
D0159,2017-10-01_(更新)周六专栏：如何参与事件驱动的题材的首板.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\1）打板\2017-10-01_(更新)周六专栏：如何参与事件驱动的题材的首板.pdf,2017-10-01,2633,2017-10-01_(更新)周六专栏：如何参与事件驱动的题材的首板,,OK,
D0160,2017-10-14_如何参与二板.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\1）打板\2017-10-14_如何参与二板.pdf,2017-10-14,6995,2017-10-14_如何参与二板,,OK,
D0161,2018-03-31_周六专栏：打首板需要考虑哪些东西.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\1）打板\2018-03-31_周六专栏：打首板需要考虑哪些东西.pdf,2018-03-31,6512,2018-03-31_周六专栏：打首板需要考虑哪些东西,,OK,
D0162,2018-12-15_周六专栏：尾盘涨停板的地位与机会分析.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\1）打板\2018-12-15_周六专栏：尾盘涨停板的地位与机会分析.pdf,2018-12-15,3815,2018-12-15_周六专栏：尾盘涨停板的地位与机会分析,,OK,
D0163,2017-10-28_周六专栏：双头反包战法与龙头股的五个买点.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2017-10-28_周六专栏：双头反包战法与龙头股的五个买点.pdf,2017-10-28,10801,2017-10-28_周六专栏：双头反包战法与龙头股的五个买点,,OK,强势股模式
D0164,2018-01-20_周六专栏：一天15个点的低吸怎么做.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-01-20_周六专栏：一天15个点的低吸怎么做.pdf,2018-01-20,6942,2018-01-20_周六专栏：一天15个点的低吸怎么做,,OK,强势股模式
D0165,2018-03-24_周六专栏：讲讲龙回头怎么做.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-03-24_周六专栏：讲讲龙回头怎么做.pdf,2018-03-24,5267,2018-03-24_周六专栏：讲讲龙回头怎么做,,OK,强势股模式
D0166,2018-04-28_周六专栏：启动涨停潮次日的交易机会.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-04-28_周六专栏：启动涨停潮次日的交易机会.pdf,2018-04-28,2928,2018-04-28_周六专栏：启动涨停潮次日的交易机会,,OK,情绪周期|启动标准|强势股模式
D0167,2018-05-26_周六专栏：妖股生命周期中的3次反包机会.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-05-26_周六专栏：妖股生命周期中的3次反包机会.pdf,2018-05-26,4242,2018-05-26_周六专栏：妖股生命周期中的3次反包机会,,OK,强势股模式
D0168,2018-06-02_周六专栏：三板后的低吸（大长腿系列第二篇）.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-06-02_周六专栏：三板后的低吸（大长腿系列第二篇）.pdf,2018-06-02,5437,2018-06-02_周六专栏：三板后的低吸（大长腿系列第二篇）,,OK,强势股模式
D0169,2018-06-16_周六专栏：介绍两种胜率比较高的低吸.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-06-16_周六专栏：介绍两种胜率比较高的低吸.pdf,2018-06-16,5168,2018-06-16_周六专栏：介绍两种胜率比较高的低吸,,OK,强势股模式
D0170,2018-09-08_周六专栏：介绍一种时效性很高的低吸.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-09-08_周六专栏：介绍一种时效性很高的低吸.pdf,2018-09-08,4398,2018-09-08_周六专栏：介绍一种时效性很高的低吸,,OK,强势股模式
D0171,2018-10-13_周六专栏：龙头高位首次反包后可做和不可做低吸的分时.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-10-13_周六专栏：龙头高位首次反包后可做和不可做低吸的分时.pdf,2018-10-13,4006,2018-10-13_周六专栏：龙头高位首次反包后可做和不可做低吸的分时,,OK,强势股模式
D0172,2018-11-10_周六专栏：启动涨就涨停潮的题材怎么玩.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-11-10_周六专栏：启动涨就涨停潮的题材怎么玩.pdf,2018-11-10,6642,2018-11-10_周六专栏：启动涨就涨停潮的题材怎么玩,,OK,情绪周期|启动标准|强势股模式
D0173,2018-12-08_周六专栏：2或3连板后的几个分时低吸买点.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\2）低吸\2018-12-08_周六专栏：2或3连板后的几个分时低吸买点.pdf,2018-12-08,4734,2018-12-08_周六专栏：2或3连板后的几个分时低吸买点,,OK,强势股模式
D0174,看懂龙头股_2017-11-18_周六专栏：一种趋势票中的超短做法.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2017-11-18_周六专栏：一种趋势票中的超短做法.pdf,2017-11-18,5314,看懂龙头股_2017-11-18_周六专栏：一种趋势票中的超短做法,,OK,强势股模式
D0175,看懂龙头股_2017-12-02_周六专栏：二次探底形态的机会买点.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2017-12-02_周六专栏：二次探底形态的机会买点.pdf,2017-12-02,4224,看懂龙头股_2017-12-02_周六专栏：二次探底形态的机会买点,,OK,强势股模式
D0176,看懂龙头股_2017-12-09_周六专栏：趋势票的首阴战法.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2017-12-09_周六专栏：趋势票的首阴战法.pdf,2017-12-09,5627,看懂龙头股_2017-12-09_周六专栏：趋势票的首阴战法,,OK,强势股模式
D0177,看懂龙头股_2017-12-30_周六专栏：首阳突破后怎么做低吸.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2017-12-30_周六专栏：首阳突破后怎么做低吸.pdf,2017-12-30,2998,看懂龙头股_2017-12-30_周六专栏：首阳突破后怎么做低吸,,OK,强势股模式
D0178,看懂龙头股_2018-04-21_周六专栏：趋势龙头的几种玩法.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2018-04-21_周六专栏：趋势龙头的几种玩法.pdf,2018-04-21,5328,看懂龙头股_2018-04-21_周六专栏：趋势龙头的几种玩法,,OK,强势股模式
D0179,看懂龙头股_2018-09-01_周六专栏：当下趋势突破票模式变种.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\3）趋势\看懂龙头股_2018-09-01_周六专栏：当下趋势突破票模式变种.pdf,2018-09-01,4112,看懂龙头股_2018-09-01_周六专栏：当下趋势突破票模式变种,,OK,强势股模式
D0180,看懂龙头股_2018-03-03_周六专栏：遇到指数高低开怎么操作.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\4）基础指数操作\看懂龙头股_2018-03-03_周六专栏：遇到指数高低开怎么操作.pdf,2018-03-03,7741,看懂龙头股_2018-03-03_周六专栏：遇到指数高低开怎么操作,,OK,强势股模式
D0181,看懂龙头股_2018-06-23_周六专栏：暴跌之后的超短寻龙思路.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\4）基础指数操作\看懂龙头股_2018-06-23_周六专栏：暴跌之后的超短寻龙思路.pdf,2018-06-23,8253,看懂龙头股_2018-06-23_周六专栏：暴跌之后的超短寻龙思路,,OK,强势股模式
D0182,看懂龙头股_2018-06-30_周六专栏：如何判断指数阶段性回调见底了.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\4）基础指数操作\看懂龙头股_2018-06-30_周六专栏：如何判断指数阶段性回调见底了.pdf,2018-06-30,6128,看懂龙头股_2018-06-30_周六专栏：如何判断指数阶段性回调见底了,,OK,强势股模式
D0183,看懂龙头股_2018-07-21_周六专栏：长阳当日怎么参与.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\4）基础指数操作\看懂龙头股_2018-07-21_周六专栏：长阳当日怎么参与.pdf,2018-07-21,9281,看懂龙头股_2018-07-21_周六专栏：长阳当日怎么参与,,OK,强势股模式
D0184,看懂龙头股_2018-08-25_周六专栏：指数受盘外影响大跳空后的几种常见走势.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\4）基础指数操作\看懂龙头股_2018-08-25_周六专栏：指数受盘外影响大跳空后的几种常见走势.pdf,2018-08-25,4561,看懂龙头股_2018-08-25_周六专栏：指数受盘外影响大跳空后的几种常见走势,,OK,强势股模式
D0185,发酵次日怎么上车.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\发酵次日怎么上车.pdf,2018-07-28,5525,发酵次日怎么上车,,OK,
D0186,复牌股投机.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\复牌股投机.pdf,2017-12-16,3776,复牌股投机,,OK,
D0187,怎么玩空间板.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\怎么玩空间板.pdf,2018-04-07,4819,怎么玩空间板,,OK,
D0188,最强龙头股的上车.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\最强龙头股的上车.pdf,2018-11-03,3224,最强龙头股的上车,,OK,强势股模式
D0189,要约收购事件如何参与.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\要约收购事件如何参与.pdf,2018-04-14,5229,要约收购事件如何参与,,OK,
D0190,龙头三进四与跟风的互助机会.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\5）其他\龙头三进四与跟风的互助机会.pdf,2018-12-22,3914,龙头三进四与跟风的互助机会,,OK,强势股模式
D0191,二板一字之后怎么走.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\二板一字之后怎么走.pdf,2018-10-20,1947,二板一字之后怎么走,,OK,
D0192,到底要不要熬票熬到什么程度？.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\到底要不要熬票熬到什么程度？.pdf,2018-08-04,8606,到底要不要熬票熬到什么程度？,,OK,
D0193,炸板潮之后的交易策略.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\炸板潮之后的交易策略.pdf,2018-02-03,8092,炸板潮之后的交易策略,,OK,
D0194,聊聊集合竞价卖股票.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\聊聊集合竞价卖股票.pdf,2018-10-27,5620,聊聊集合竞价卖股票,,OK,
D0195,超级阴线炸板次日的处理方式.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\超级阴线炸板次日的处理方式.pdf,2018-07-07,5009,超级阴线炸板次日的处理方式,,OK,
D0196,龙头巨量烂板次日如何处理.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\龙头巨量烂板次日如何处理.pdf,2017-11-11,6496,龙头巨量烂板次日如何处理,,OK,强势股模式
D0197,龙头股大长阴之后怎么办（爱做反包的好好看看）.pdf,.pdf,周六专栏18-19\2018专栏（整理）\六、具体参与方式\6）卖票\龙头股大长阴之后怎么办（爱做反包的好好看看）.pdf,2018-06-09,6422,龙头股大长阴之后怎么办（爱做反包的好好看看）,,OK,强势股模式
D0198,看懂龙头股_2018-01-13_周六专栏：大亏之后如何修复心态与交易.pdf,.pdf,周六专栏18-19\2018专栏（整理）\十、关于心态修复\看懂龙头股_2018-01-13_周六专栏：大亏之后如何修复心态与交易.pdf,2018-01-13,8098,看懂龙头股_2018-01-13_周六专栏：大亏之后如何修复心态与交易,,OK,强势股模式
D0199,看懂龙头股_2017-08-19_【周六专栏】交易系统的框架介绍.pdf,.pdf,周六专栏18-19\2018专栏（整理）\四、交易系统框架\看懂龙头股_2017-08-19_【周六专栏】交易系统的框架介绍.pdf,2017-08-19,10670,看懂龙头股_2017-08-19_【周六专栏】交易系统的框架介绍,,OK,强势股模式
D0200,看懂龙头股_2018-05-26_周六专栏：蜡烛图系列锤子线和上吊线.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-05-26_周六专栏：蜡烛图系列锤子线和上吊线.pdf,2018-05-26,3995,看懂龙头股_2018-05-26_周六专栏：蜡烛图系列锤子线和上吊线,,OK,强势股模式
D0201,看懂龙头股_2018-06-02_周六专栏：蜡烛图系列之吞没形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-06-02_周六专栏：蜡烛图系列之吞没形态.pdf,2018-06-02,3003,看懂龙头股_2018-06-02_周六专栏：蜡烛图系列之吞没形态,,OK,强势股模式
D0202,看懂龙头股_2018-06-30_周六专栏：蜡烛图系列之刺透形态和乌云盖顶.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-06-30_周六专栏：蜡烛图系列之刺透形态和乌云盖顶.pdf,2018-06-30,3559,看懂龙头股_2018-06-30_周六专栏：蜡烛图系列之刺透形态和乌云盖顶,,OK,强势股模式
D0203,看懂龙头股_2018-08-11_周六专栏：蜡烛图系列之启明星和黄昏星.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-08-11_周六专栏：蜡烛图系列之启明星和黄昏星.pdf,2018-08-11,1369,看懂龙头股_2018-08-11_周六专栏：蜡烛图系列之启明星和黄昏星,,OK,强势股模式
D0204,看懂龙头股_2018-08-18_周六专栏：蜡烛图系列之流星形态与倒锤子形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-08-18_周六专栏：蜡烛图系列之流星形态与倒锤子形态.pdf,2018-08-18,1431,看懂龙头股_2018-08-18_周六专栏：蜡烛图系列之流星形态与倒锤子形态,,OK,强势股模式
D0205,看懂龙头股_2018-08-25_周六专栏：蜡烛图系列之（十字）孕线形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-08-25_周六专栏：蜡烛图系列之（十字）孕线形态.pdf,2018-08-25,1082,看懂龙头股_2018-08-25_周六专栏：蜡烛图系列之（十字）孕线形态,,OK,强势股模式
D0206,看懂龙头股_2018-09-01_周六专栏：蜡烛图系列之平头顶底部形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-09-01_周六专栏：蜡烛图系列之平头顶底部形态.pdf,2018-09-01,1689,看懂龙头股_2018-09-01_周六专栏：蜡烛图系列之平头顶底部形态,,OK,强势股模式
D0207,看懂龙头股_2018-09-15_周六专栏：蜡烛图系列之向上跳空两只乌鸦.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-09-15_周六专栏：蜡烛图系列之向上跳空两只乌鸦.pdf,2018-09-15,1472,看懂龙头股_2018-09-15_周六专栏：蜡烛图系列之向上跳空两只乌鸦,,OK,强势股模式
D0208,看懂龙头股_2018-09-22_周六专栏：蜡烛图系列之反击线形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-09-22_周六专栏：蜡烛图系列之反击线形态.pdf,2018-09-22,980,看懂龙头股_2018-09-22_周六专栏：蜡烛图系列之反击线形态,,OK,强势股模式
D0209,看懂龙头股_2018-10-13_周六专栏：蜡烛图系列之三山形态和三川形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-10-13_周六专栏：蜡烛图系列之三山形态和三川形态.pdf,2018-10-13,1317,看懂龙头股_2018-10-13_周六专栏：蜡烛图系列之三山形态和三川形态,,OK,强势股模式
D0210,看懂龙头股_2018-10-20_周六专栏：圆形顶底部和塔型顶底部.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-10-20_周六专栏：圆形顶底部和塔型顶底部.pdf,2018-10-20,1223,看懂龙头股_2018-10-20_周六专栏：圆形顶底部和塔型顶底部,,OK,强势股模式
D0211,看懂龙头股_2018-10-27_周六专栏：蜡烛图系列之窗口.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-10-27_周六专栏：蜡烛图系列之窗口.pdf,2018-10-27,1326,看懂龙头股_2018-10-27_周六专栏：蜡烛图系列之窗口,,OK,强势股模式
D0212,看懂龙头股_2018-11-03_周六专栏：蜡烛图系列之向上和向下跳空并列阴阳线.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-11-03_周六专栏：蜡烛图系列之向上和向下跳空并列阴阳线.pdf,2018-11-03,927,看懂龙头股_2018-11-03_周六专栏：蜡烛图系列之向上和向下跳空并列阴阳线,,OK,强势股模式
D0213,看懂龙头股_2018-11-10_周六专栏：蜡烛图系列之高价位和低价位跳空突破形态.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-11-10_周六专栏：蜡烛图系列之高价位和低价位跳空突破形态.pdf,2018-11-10,987,看懂龙头股_2018-11-10_周六专栏：蜡烛图系列之高价位和低价位跳空突破形态,,OK,强势股模式
D0214,看懂龙头股_2018-11-17_周六专栏：蜡烛图系列之跳空并列白色蜡烛线.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-11-17_周六专栏：蜡烛图系列之跳空并列白色蜡烛线.pdf,2018-11-17,991,看懂龙头股_2018-11-17_周六专栏：蜡烛图系列之跳空并列白色蜡烛线,,OK,强势股模式
D0215,看懂龙头股_2018-11-24_周六专栏：蜡烛图系列之上升三法和下降三法.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-11-24_周六专栏：蜡烛图系列之上升三法和下降三法.pdf,2018-11-24,1072,看懂龙头股_2018-11-24_周六专栏：蜡烛图系列之上升三法和下降三法,,OK,强势股模式
D0216,看懂龙头股_2018-12-01_周六专栏：蜡烛图系列之前进白色三兵.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-12-01_周六专栏：蜡烛图系列之前进白色三兵.pdf,2018-12-01,1394,看懂龙头股_2018-12-01_周六专栏：蜡烛图系列之前进白色三兵,,OK,强势股模式
D0217,看懂龙头股_2018-12-08_周六专栏：蜡烛图系列之分手蜡烛线.pdf,.pdf,周六专栏18-19\2018专栏（整理）\蜡烛图系列\看懂龙头股_2018-12-08_周六专栏：蜡烛图系列之分手蜡烛线.pdf,2018-12-08,892,看懂龙头股_2018-12-08_周六专栏：蜡烛图系列之分手蜡烛线,,OK,强势股模式
